"","desc_collapse","category","secr","netgpi_geneswithgpi","sample","gene_copies"
"74","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Candida_parapsilosis_11301",1
"75","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Candida_parapsilosis_1954",1
"76","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Candida_tropicalis_MYCT-0816",0
"77","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Chrysosporium_queenslandicum_28077",0
"78","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Cryptococcus_neoformans_KN99",0
"79","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Epidermophyton_floccosum_100148",0
"80","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Epidermophyton_floccosum_10867",0
"81","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Epidermophyton_floccosum_130802",0
"82","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Histoplasma_capsulatum_G186A",0
"83","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Hortaea_werneckii_100455",0
"84","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Hortaea_werneckii_1163",0
"85","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Hortaea_werneckii_41051",0
"86","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Malassezia_dermatis_9169",0
"87","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Malassezia_equina_9969",0
"88","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Malassezia_furfur_141402",0
"89","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Malassezia_furfur_1878",0
"90","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Malassezia_furfur_6000",0
"91","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Malassezia_globosa_7705",0
"92","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Malassezia_globosa_7886",0
"93","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Malassezia_globosa_8744",0
"94","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Malassezia_pachydermatis_21004",0
"95","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Malassezia_restricta_7877",0
"96","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Malassezia_restricta_7991",0
"97","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Malassezia_sympodialis_44340",0
"98","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Microsporum_audouinii_119449",0
"99","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Microsporum_audouinii_33268",0
"100","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Microsporum_canis_113480",0
"101","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Microsporum_canis_15669",0
"102","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Microsporum_canis_44551",0
"103","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Microsporum_ferrugineum_131111",0
"104","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Microsporum_ferrugineum_37371",0
"105","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Nakaseomyces_glabratus_11311",0
"106","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Nakaseomyces_glabratus_138",0
"107","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Nakaseomyces_glabratus_15698",0
"108","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Nannizzia_gypsea_17164",0
"109","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Pichia_kudriavzevii_5732",0
"110","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Rhodotorula_toruloides_Z1",0
"111","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Saccharomyces_cerevisiae_wine010",0
"112","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Trichophyton_concentricum_109405",0
"113","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Trichophyton_concentricum_19626",0
"114","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Trichophyton_indotineae_BE17",0
"115","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Trichophyton_interdigitale_BE4",0
"116","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Trichophyton_kuryangei_IHEM13979",0
"117","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Trichophyton_mentagrophytes_124404",0
"118","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Trichophyton_mentagrophytes_43573",0
"119","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Trichophyton_rubrum_117539",0
"120","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Trichophyton_rubrum_17065",0
"121","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Trichophyton_rubrum_28986",0
"122","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Trichophyton_rubrum_73588",0
"123","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Trichophyton_schoenleinii_45859",0
"124","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Trichophyton_schoenleinii_85571",0
"125","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Trichophyton_soudanese_IHEM19743",0
"126","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Trichophyton_tonsurans_112188",0
"127","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Trichophyton_tonsurans_12935",0
"128","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Trichophyton_tonsurans_72988",0
"129","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Trichophyton_violaceum_73088",0
"130","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Trichosporon_ovoides_4098",0
"131","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Trichosporon_ovoides_7612",0
"132","Adhesion and hyphal regulator","adhesin-associated","FALSE",0,"Trichosporon_ovoides_9430",0
"133","Aflatoxin synthesis","virulence associated","FALSE",0,"Aspergillus_fumigatus_IP24",12
"134","Aflatoxin synthesis","virulence associated","FALSE",0,"Candida_albicans_F133-05",2
"135","Aflatoxin synthesis","virulence associated","FALSE",0,"Candida_dubliniensis_11945",1
"136","Aflatoxin synthesis","virulence associated","FALSE",0,"Candida_dubliniensis_2747",2
"137","Aflatoxin synthesis","virulence associated","FALSE",0,"Candida_dubliniensis_8501",2
"138","Aflatoxin synthesis","virulence associated","FALSE",0,"Candida_metapsilosis_Y-48470",1
"139","Aflatoxin synthesis","virulence associated","FALSE",0,"Candida_orthopsilosis_Y-48468",2
"140","Aflatoxin synthesis","virulence associated","FALSE",0,"Candida_parapsilosis_11301",1
"141","Aflatoxin synthesis","virulence associated","FALSE",0,"Candida_parapsilosis_1954",2
"142","Aflatoxin synthesis","virulence associated","FALSE",0,"Candida_tropicalis_MYCT-0816",1
"143","Aflatoxin synthesis","virulence associated","FALSE",0,"Chrysosporium_queenslandicum_28077",10
"144","Aflatoxin synthesis","virulence associated","FALSE",0,"Cryptococcus_neoformans_KN99",1
"145","Aflatoxin synthesis","virulence associated","FALSE",0,"Epidermophyton_floccosum_100148",8
"146","Aflatoxin synthesis","virulence associated","FALSE",0,"Epidermophyton_floccosum_10867",7
"147","Aflatoxin synthesis","virulence associated","FALSE",0,"Epidermophyton_floccosum_130802",7
"148","Aflatoxin synthesis","virulence associated","FALSE",0,"Histoplasma_capsulatum_G186A",1
"149","Aflatoxin synthesis","virulence associated","FALSE",0,"Hortaea_werneckii_100455",8
"150","Aflatoxin synthesis","virulence associated","FALSE",0,"Hortaea_werneckii_1163",4
"151","Aflatoxin synthesis","virulence associated","FALSE",0,"Hortaea_werneckii_41051",6
"152","Aflatoxin synthesis","virulence associated","FALSE",0,"Malassezia_dermatis_9169",0
"153","Aflatoxin synthesis","virulence associated","FALSE",0,"Malassezia_equina_9969",0
"154","Aflatoxin synthesis","virulence associated","FALSE",0,"Malassezia_furfur_141402",0
"155","Aflatoxin synthesis","virulence associated","FALSE",0,"Malassezia_furfur_1878",0
"156","Aflatoxin synthesis","virulence associated","FALSE",0,"Malassezia_furfur_6000",0
"157","Aflatoxin synthesis","virulence associated","FALSE",0,"Malassezia_globosa_7705",0
"158","Aflatoxin synthesis","virulence associated","FALSE",0,"Malassezia_globosa_7886",0
"159","Aflatoxin synthesis","virulence associated","FALSE",0,"Malassezia_globosa_8744",0
"160","Aflatoxin synthesis","virulence associated","FALSE",0,"Malassezia_pachydermatis_21004",0
"161","Aflatoxin synthesis","virulence associated","FALSE",0,"Malassezia_restricta_7877",0
"162","Aflatoxin synthesis","virulence associated","FALSE",0,"Malassezia_restricta_7991",0
"163","Aflatoxin synthesis","virulence associated","FALSE",0,"Malassezia_sympodialis_44340",0
"164","Aflatoxin synthesis","virulence associated","FALSE",0,"Microsporum_audouinii_119449",17
"165","Aflatoxin synthesis","virulence associated","FALSE",0,"Microsporum_audouinii_33268",16
"166","Aflatoxin synthesis","virulence associated","FALSE",0,"Microsporum_canis_113480",15
"167","Aflatoxin synthesis","virulence associated","FALSE",0,"Microsporum_canis_15669",14
"168","Aflatoxin synthesis","virulence associated","FALSE",0,"Microsporum_canis_44551",13
"169","Aflatoxin synthesis","virulence associated","FALSE",0,"Microsporum_ferrugineum_131111",14
"170","Aflatoxin synthesis","virulence associated","FALSE",0,"Microsporum_ferrugineum_37371",16
"171","Aflatoxin synthesis","virulence associated","FALSE",0,"Nakaseomyces_glabratus_11311",3
"172","Aflatoxin synthesis","virulence associated","FALSE",0,"Nakaseomyces_glabratus_138",3
"173","Aflatoxin synthesis","virulence associated","FALSE",0,"Nakaseomyces_glabratus_15698",3
"174","Aflatoxin synthesis","virulence associated","FALSE",0,"Nannizzia_gypsea_17164",6
"175","Aflatoxin synthesis","virulence associated","FALSE",0,"Pichia_kudriavzevii_5732",3
"176","Aflatoxin synthesis","virulence associated","FALSE",0,"Rhodotorula_toruloides_Z1",2
"177","Aflatoxin synthesis","virulence associated","FALSE",0,"Saccharomyces_cerevisiae_wine010",3
"178","Aflatoxin synthesis","virulence associated","FALSE",0,"Trichophyton_concentricum_109405",10
"179","Aflatoxin synthesis","virulence associated","FALSE",0,"Trichophyton_concentricum_19626",10
"180","Aflatoxin synthesis","virulence associated","FALSE",0,"Trichophyton_indotineae_BE17",6
"181","Aflatoxin synthesis","virulence associated","FALSE",0,"Trichophyton_interdigitale_BE4",6
"182","Aflatoxin synthesis","virulence associated","FALSE",0,"Trichophyton_kuryangei_IHEM13979",6
"183","Aflatoxin synthesis","virulence associated","FALSE",0,"Trichophyton_mentagrophytes_124404",6
"184","Aflatoxin synthesis","virulence associated","FALSE",0,"Trichophyton_mentagrophytes_43573",5
"185","Aflatoxin synthesis","virulence associated","FALSE",0,"Trichophyton_rubrum_117539",8
"186","Aflatoxin synthesis","virulence associated","FALSE",0,"Trichophyton_rubrum_17065",6
"187","Aflatoxin synthesis","virulence associated","FALSE",0,"Trichophyton_rubrum_28986",6
"188","Aflatoxin synthesis","virulence associated","FALSE",0,"Trichophyton_rubrum_73588",6
"189","Aflatoxin synthesis","virulence associated","FALSE",0,"Trichophyton_schoenleinii_45859",7
"190","Aflatoxin synthesis","virulence associated","FALSE",0,"Trichophyton_schoenleinii_85571",6
"191","Aflatoxin synthesis","virulence associated","FALSE",0,"Trichophyton_soudanese_IHEM19743",6
"192","Aflatoxin synthesis","virulence associated","FALSE",0,"Trichophyton_tonsurans_112188",7
"193","Aflatoxin synthesis","virulence associated","FALSE",0,"Trichophyton_tonsurans_12935",7
"194","Aflatoxin synthesis","virulence associated","FALSE",0,"Trichophyton_tonsurans_72988",6
"195","Aflatoxin synthesis","virulence associated","FALSE",0,"Trichophyton_violaceum_73088",6
"196","Aflatoxin synthesis","virulence associated","FALSE",0,"Trichosporon_ovoides_4098",1
"197","Aflatoxin synthesis","virulence associated","FALSE",0,"Trichosporon_ovoides_7612",1
"198","Aflatoxin synthesis","virulence associated","FALSE",0,"Trichosporon_ovoides_9430",1
"199","Agglutinin (ALS)","adhesin-associated","mixed",1,"Aspergillus_fumigatus_IP24",3
"200","Agglutinin (ALS)","adhesin-associated","mixed",1,"Candida_albicans_F133-05",12
"201","Agglutinin (ALS)","adhesin-associated","mixed",1,"Candida_dubliniensis_11945",6
"202","Agglutinin (ALS)","adhesin-associated","mixed",1,"Candida_dubliniensis_2747",7
"203","Agglutinin (ALS)","adhesin-associated","mixed",1,"Candida_dubliniensis_8501",7
"204","Agglutinin (ALS)","adhesin-associated","mixed",1,"Candida_metapsilosis_Y-48470",8
"205","Agglutinin (ALS)","adhesin-associated","mixed",1,"Candida_orthopsilosis_Y-48468",7
"206","Agglutinin (ALS)","adhesin-associated","mixed",1,"Candida_parapsilosis_11301",7
"207","Agglutinin (ALS)","adhesin-associated","mixed",1,"Candida_parapsilosis_1954",7
"208","Agglutinin (ALS)","adhesin-associated","mixed",1,"Candida_tropicalis_MYCT-0816",15
"209","Agglutinin (ALS)","adhesin-associated","mixed",1,"Chrysosporium_queenslandicum_28077",2
"210","Agglutinin (ALS)","adhesin-associated","mixed",1,"Cryptococcus_neoformans_KN99",5
"211","Agglutinin (ALS)","adhesin-associated","mixed",1,"Epidermophyton_floccosum_100148",3
"212","Agglutinin (ALS)","adhesin-associated","mixed",1,"Epidermophyton_floccosum_10867",3
"213","Agglutinin (ALS)","adhesin-associated","mixed",1,"Epidermophyton_floccosum_130802",3
"214","Agglutinin (ALS)","adhesin-associated","mixed",1,"Histoplasma_capsulatum_G186A",3
"215","Agglutinin (ALS)","adhesin-associated","mixed",1,"Hortaea_werneckii_100455",6
"216","Agglutinin (ALS)","adhesin-associated","mixed",1,"Hortaea_werneckii_1163",3
"217","Agglutinin (ALS)","adhesin-associated","mixed",1,"Hortaea_werneckii_41051",5
"218","Agglutinin (ALS)","adhesin-associated","mixed",1,"Malassezia_dermatis_9169",2
"219","Agglutinin (ALS)","adhesin-associated","mixed",1,"Malassezia_equina_9969",2
"220","Agglutinin (ALS)","adhesin-associated","mixed",1,"Malassezia_furfur_141402",2
"221","Agglutinin (ALS)","adhesin-associated","mixed",1,"Malassezia_furfur_1878",5
"222","Agglutinin (ALS)","adhesin-associated","mixed",1,"Malassezia_furfur_6000",4
"223","Agglutinin (ALS)","adhesin-associated","mixed",1,"Malassezia_globosa_7705",2
"224","Agglutinin (ALS)","adhesin-associated","mixed",1,"Malassezia_globosa_7886",2
"225","Agglutinin (ALS)","adhesin-associated","mixed",1,"Malassezia_globosa_8744",3
"226","Agglutinin (ALS)","adhesin-associated","mixed",1,"Malassezia_pachydermatis_21004",2
"227","Agglutinin (ALS)","adhesin-associated","mixed",1,"Malassezia_restricta_7877",3
"228","Agglutinin (ALS)","adhesin-associated","mixed",1,"Malassezia_restricta_7991",2
"229","Agglutinin (ALS)","adhesin-associated","mixed",1,"Malassezia_sympodialis_44340",2
"230","Agglutinin (ALS)","adhesin-associated","mixed",1,"Microsporum_audouinii_119449",3
"231","Agglutinin (ALS)","adhesin-associated","mixed",1,"Microsporum_audouinii_33268",3
"232","Agglutinin (ALS)","adhesin-associated","mixed",1,"Microsporum_canis_113480",3
"233","Agglutinin (ALS)","adhesin-associated","mixed",1,"Microsporum_canis_15669",3
"234","Agglutinin (ALS)","adhesin-associated","mixed",1,"Microsporum_canis_44551",3
"235","Agglutinin (ALS)","adhesin-associated","mixed",1,"Microsporum_ferrugineum_131111",2
"236","Agglutinin (ALS)","adhesin-associated","mixed",1,"Microsporum_ferrugineum_37371",3
"237","Agglutinin (ALS)","adhesin-associated","mixed",1,"Nakaseomyces_glabratus_11311",4
"238","Agglutinin (ALS)","adhesin-associated","mixed",1,"Nakaseomyces_glabratus_138",4
"239","Agglutinin (ALS)","adhesin-associated","mixed",1,"Nakaseomyces_glabratus_15698",4
"240","Agglutinin (ALS)","adhesin-associated","mixed",1,"Nannizzia_gypsea_17164",3
"241","Agglutinin (ALS)","adhesin-associated","mixed",1,"Pichia_kudriavzevii_5732",3
"242","Agglutinin (ALS)","adhesin-associated","mixed",1,"Rhodotorula_toruloides_Z1",3
"243","Agglutinin (ALS)","adhesin-associated","mixed",1,"Saccharomyces_cerevisiae_wine010",5
"244","Agglutinin (ALS)","adhesin-associated","mixed",1,"Trichophyton_concentricum_109405",3
"245","Agglutinin (ALS)","adhesin-associated","mixed",1,"Trichophyton_concentricum_19626",3
"246","Agglutinin (ALS)","adhesin-associated","mixed",1,"Trichophyton_indotineae_BE17",3
"247","Agglutinin (ALS)","adhesin-associated","mixed",1,"Trichophyton_interdigitale_BE4",3
"248","Agglutinin (ALS)","adhesin-associated","mixed",1,"Trichophyton_kuryangei_IHEM13979",3
"249","Agglutinin (ALS)","adhesin-associated","mixed",1,"Trichophyton_mentagrophytes_124404",3
"250","Agglutinin (ALS)","adhesin-associated","mixed",1,"Trichophyton_mentagrophytes_43573",3
"251","Agglutinin (ALS)","adhesin-associated","mixed",1,"Trichophyton_rubrum_117539",3
"252","Agglutinin (ALS)","adhesin-associated","mixed",1,"Trichophyton_rubrum_17065",3
"253","Agglutinin (ALS)","adhesin-associated","mixed",1,"Trichophyton_rubrum_28986",2
"254","Agglutinin (ALS)","adhesin-associated","mixed",1,"Trichophyton_rubrum_73588",3
"255","Agglutinin (ALS)","adhesin-associated","mixed",1,"Trichophyton_schoenleinii_45859",3
"256","Agglutinin (ALS)","adhesin-associated","mixed",1,"Trichophyton_schoenleinii_85571",3
"257","Agglutinin (ALS)","adhesin-associated","mixed",1,"Trichophyton_soudanese_IHEM19743",3
"258","Agglutinin (ALS)","adhesin-associated","mixed",1,"Trichophyton_tonsurans_112188",3
"259","Agglutinin (ALS)","adhesin-associated","mixed",1,"Trichophyton_tonsurans_12935",3
"260","Agglutinin (ALS)","adhesin-associated","mixed",1,"Trichophyton_tonsurans_72988",3
"261","Agglutinin (ALS)","adhesin-associated","mixed",1,"Trichophyton_violaceum_73088",2
"262","Agglutinin (ALS)","adhesin-associated","mixed",1,"Trichosporon_ovoides_4098",4
"263","Agglutinin (ALS)","adhesin-associated","mixed",1,"Trichosporon_ovoides_7612",4
"264","Agglutinin (ALS)","adhesin-associated","mixed",1,"Trichosporon_ovoides_9430",8
"265","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Aspergillus_fumigatus_IP24",0
"266","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Candida_albicans_F133-05",0
"267","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Candida_dubliniensis_11945",0
"268","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Candida_dubliniensis_2747",0
"269","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Candida_dubliniensis_8501",0
"270","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Candida_metapsilosis_Y-48470",0
"271","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Candida_orthopsilosis_Y-48468",0
"272","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Candida_parapsilosis_11301",0
"273","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Candida_parapsilosis_1954",0
"274","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Candida_tropicalis_MYCT-0816",0
"275","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Chrysosporium_queenslandicum_28077",2
"276","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Cryptococcus_neoformans_KN99",0
"277","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Epidermophyton_floccosum_100148",0
"278","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Epidermophyton_floccosum_10867",0
"279","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Epidermophyton_floccosum_130802",0
"280","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Histoplasma_capsulatum_G186A",0
"281","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Hortaea_werneckii_100455",0
"282","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Hortaea_werneckii_1163",0
"283","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Hortaea_werneckii_41051",0
"284","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Malassezia_dermatis_9169",0
"285","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Malassezia_equina_9969",0
"286","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Malassezia_furfur_141402",0
"287","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Malassezia_furfur_1878",0
"288","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Malassezia_furfur_6000",0
"289","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Malassezia_globosa_7705",0
"290","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Malassezia_globosa_7886",0
"291","Antitoxin Phd_YefM","virulence associated","FALSE",0,"Malassezia_globosa_8744",0
